,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
342,26589842,10/30/2013 08:53:52 PM,,TLC,Correspondence - Taxi and Limousine Commission,Taxi Compliment,Driver Compliment,,,,,,,,,,,,,Open,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
343,26596022,10/30/2013 08:53:00 PM,,DSNY,BCC - Staten Island,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,,FOREST AVENUE,FOREST AVENUE,VELTMAN AVENUE,BARRETT AVENUE,,,BLOCKFACE,,,DSNY Garage,Open,,,01 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
344,26595278,10/30/2013 08:52:57 PM,,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11221.0,849 BUSHWICK AVENUE,BUSHWICK AVENUE,STANHOPE STREET,KOSSUTH PLACE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:52:57 PM,,04 BROOKLYN,BROOKLYN,1004629.0,192189.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6941677179731,-73.92651053490272,"(40.6941677179731, -73.92651053490272)"
345,26595727,10/30/2013 08:52:30 PM,10/30/2013 11:35:03 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420.0,115-27 115 STREET,115 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,10/31/2013 04:52:30 AM,10/30/2013 11:35:03 PM,10 QUEENS,QUEENS,1033368.0,185771.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67643897053163,-73.82292075091334,"(40.67643897053163, -73.82292075091335)"
346,26593142,10/30/2013 08:52:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10016.0,200 EAST 32 STREET,EAST 32 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,,Open,,,06 MANHATTAN,MANHATTAN,990147.0,210442.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.744289307079065,-73.97871861439347,"(40.744289307079065, -73.97871861439347)"
347,26595343,10/30/2013 08:50:27 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11203.0,4116 CHURCH AVENUE,CHURCH AVENUE,ALBANY AVENUE,EAST 42 STREET,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:50:27 PM,,17 BROOKLYN,BROOKLYN,1001233.0,176580.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65133169533125,-73.93879629987201,"(40.651331695331244, -73.93879629987202)"
348,26591489,10/30/2013 08:50:00 PM,,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,11434.0,,,,,BEDELL STREET,133 AVENUE,INTERSECTION,Jamaica,,,Open,,,12 QUEENS,QUEENS,1048498.0,185847.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.676550692590745,-73.76837387183488,"(40.67655069259074, -73.76837387183488)"
349,26594937,10/30/2013 08:49:00 PM,,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11378.0,53-106 63 STREET,63 STREET,BEND,54 AVENUE,,,ADDRESS,Maspeth,,,Open,,,05 QUEENS,QUEENS,1011117.0,204685.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.728448927904225,-73.90306406875827,"(40.72844892790423, -73.90306406875827)"
350,26595576,10/30/2013 08:48:47 PM,10/30/2013 08:54:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452.0,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,,,,,LATLONG,BRONX,,Precinct,Closed,10/31/2013 04:48:47 AM,10/30/2013 08:54:39 PM,04 BRONX,BRONX,1007938.0,246623.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.843566548976696,-73.91438598253538,"(40.843566548976696, -73.91438598253538)"
351,26594669,10/30/2013 08:47:15 PM,,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,3+ Family Apt. Building,10456.0,1019 TRINITY AVENUE,TRINITY AVENUE,EAST 165 STREET,EAST 166 STREET,,,ADDRESS,BRONX,,,Open,11/29/2013 08:47:15 PM,,03 BRONX,BRONX,1010574.0,240009.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82540557366384,-73.90488482023169,"(40.82540557366384, -73.90488482023169)"
352,26590362,10/30/2013 08:47:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11204.0,16 AVENUE,16 AVENUE,49 STREET,50 STREET,,,BLOCKFACE,BROOKLYN,,,Open,,,12 BROOKLYN,BROOKLYN,988191.0,169078.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63075572162253,-73.98580171951133,"(40.63075572162252, -73.98580171951133)"
353,26593710,10/30/2013 08:46:47 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11232.0,818 39 STREET,39 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:46:47 PM,,12 BROOKLYN,BROOKLYN,985167.0,174958.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.646895894259615,-73.99669551567987,"(40.646895894259615, -73.99669551567987)"
354,26591896,10/30/2013 08:46:24 PM,10/30/2013 09:29:50 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10065.0,1168 1ST AVE,1ST AVE,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 04:46:24 AM,10/30/2013 09:29:50 PM,08 MANHATTAN,MANHATTAN,995614.0,217202.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76283845437285,-73.95897761153812,"(40.76283845437284, -73.95897761153813)"
355,26590835,10/30/2013 08:46:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,220 141 ST W,141 ST W,7 AVE,8 AVE,,,ADDRESS,,,,Open,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
356,26591944,10/30/2013 08:45:07 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11232.0,883 39 STREET,39 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:45:07 PM,,12 BROOKLYN,BROOKLYN,985451.0,174742.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64630298696846,-73.99567213696575,"(40.64630298696845, -73.99567213696575)"
357,26590975,10/30/2013 08:44:40 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467.0,3148 HULL AVENUE,HULL AVENUE,EAST 204 STREET,EAST 205 STREET,,,ADDRESS,BRONX,,Precinct,Assigned,10/31/2013 04:44:40 AM,10/30/2013 10:15:55 PM,07 BRONX,BRONX,1018170.0,257407.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87313198965578,-73.87735059076292,"(40.87313198965578, -73.87735059076292)"
358,26594345,10/30/2013 08:43:45 PM,10/30/2013 09:39:20 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11204.0,16 AVENUE,16 AVENUE,65 STREET,66 STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,10/31/2013 04:43:45 AM,10/30/2013 09:39:20 PM,11 BROOKLYN,BROOKLYN,985573.0,165776.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.621693202798525,-73.99523426171731,"(40.62169320279852, -73.99523426171731)"
359,26591934,10/30/2013 08:43:31 PM,10/31/2013 12:27:10 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365.0,69-44 181 STREET,181 STREET,69 AVENUE,73 AVENUE,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,10/31/2013 04:43:31 AM,10/31/2013 12:27:10 AM,08 QUEENS,QUEENS,1042532.0,206185.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73241484431685,-73.7897063138082,"(40.73241484431685, -73.7897063138082)"
360,26590135,10/30/2013 08:43:15 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,225 EAST 2 STREET,EAST 2 STREET,CATON AVENUE,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:43:15 PM,,12 BROOKLYN,BROOKLYN,990117.0,174675.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64611722452764,-73.97885803333489,"(40.646117224527636, -73.97885803333489)"
361,26592471,10/30/2013 08:43:07 PM,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10016.0,,,,,EAST   27 STREET,3 AVENUE,INTERSECTION,NEW YORK,,,Open,11/19/2013 08:43:07 PM,,06 MANHATTAN,MANHATTAN,989429.0,209371.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74135012900925,-73.98131059290127,"(40.74135012900925, -73.98131059290127)"
362,26594114,10/30/2013 08:42:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11435.0,144-06 87 AVENUE,87 AVENUE,144 STREET,148 STREET,,,ADDRESS,Jamaica,,,Open,,,08 QUEENS,QUEENS,1036446.0,196837.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70679490291203,-73.81173829789134,"(40.70679490291203, -73.81173829789134)"
363,26589486,10/30/2013 08:42:00 PM,,DEP,Department of Environmental Protection,Hazardous Materials,"Unsafe Chemical, Abandoned (HC2)",,11207.0,610 HEGEMAN AVENUE,HEGEMAN AVENUE,VERMONT STREET,WYONA STREET,,,ADDRESS,BROOKLYN,,,Open,,,05 BROOKLYN,BROOKLYN,1014958.0,180090.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.660928911637285,-73.88931790803007,"(40.66092891163729, -73.88931790803007)"
364,26592999,10/30/2013 08:42:00 PM,10/30/2013 09:05:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11232.0,,,,,3 AVENUE,33 STREET,INTERSECTION,BROOKLYN,,,Closed,,10/30/2013 09:05:00 PM,07 BROOKLYN,BROOKLYN,982952.0,178713.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.657202503954785,-74.00467817155801,"(40.657202503954785, -74.00467817155801)"
365,26590094,10/30/2013 08:41:18 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,210 EAST 2 STREET,EAST 2 STREET,CATON AVENUE,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:41:18 PM,,12 BROOKLYN,BROOKLYN,990096.0,174780.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64640544073124,-73.97893361666782,"(40.64640544073124, -73.97893361666782)"
366,26594339,10/30/2013 08:40:17 PM,10/30/2013 09:07:04 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030.0,222 WEST 134 STREET,WEST 134 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 04:40:17 AM,10/30/2013 09:07:04 PM,10 MANHATTAN,MANHATTAN,999440.0,236214.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81501553603748,-73.94512331602647,"(40.81501553603748, -73.94512331602647)"
367,26594728,10/30/2013 08:40:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,1181 225 ST E,225 ST E,226 DR,SCHIEFFELIN AVE,,,ADDRESS,,,,Open,,,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
368,26594555,10/30/2013 08:39:26 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,4041 18 AVENUE,18 AVENUE,EAST 4 STREET,EAST 3 STREET,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:39:26 PM,,14 BROOKLYN,BROOKLYN,991341.0,169538.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63201636281737,-73.97445269988145,"(40.63201636281737, -73.97445269988145)"
369,26594936,10/30/2013 08:39:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11216.0,296 NEW YORK AVENUE,NEW YORK AVENUE,LINCOLN PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,,Open,,,08 BROOKLYN,BROOKLYN,998758.0,183435.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67015155603911,-73.94770100634996,"(40.67015155603911, -73.94770100634996)"
370,26594167,10/30/2013 08:38:25 PM,10/30/2013 10:26:28 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218.0,126 BEVERLY ROAD,BEVERLY ROAD,CHURCH AVENUE,EAST 2 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 04:38:25 AM,10/30/2013 10:26:28 PM,12 BROOKLYN,BROOKLYN,990144.0,173511.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6429222774404,-73.97876175474585,"(40.6429222774404, -73.97876175474585)"
371,26590692,10/30/2013 08:38:18 PM,10/30/2013 10:28:32 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11379.0,,,,,61 ROAD,84 STREET,INTERSECTION,MIDDLE VILLAGE,,Precinct,Closed,10/31/2013 04:38:18 AM,10/30/2013 10:28:32 PM,05 QUEENS,QUEENS,1019168.0,204002.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72654614344362,-73.87401970159125,"(40.72654614344362, -73.87401970159125)"
372,26595272,10/30/2013 08:36:50 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,1584 41 STREET,41 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:36:50 PM,,12 BROOKLYN,BROOKLYN,989415.0,170927.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.635830205341776,-73.98139058730102,"(40.635830205341776, -73.98139058730101)"
373,26594817,10/30/2013 08:36:05 PM,,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10473.0,,,,,LACOMBE AVENUE,OLMSTEAD AVENUE,INTERSECTION,BRONX,,Precinct,Assigned,10/31/2013 04:36:05 AM,10/30/2013 11:13:53 PM,09 BRONX,BRONX,1025604.0,236784.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.816496290866006,-73.85059764089047,"(40.81649629086601, -73.85059764089047)"
374,26593409,10/30/2013 08:34:57 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,1583 41 STREET,41 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:34:57 PM,,12 BROOKLYN,BROOKLYN,989416.0,170934.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63584941826862,-73.981386978958,"(40.63584941826862, -73.981386978958)"
375,26590409,10/30/2013 08:34:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11216.0,292 NEW YORK AVENUE,NEW YORK AVENUE,LINCOLN PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,,Open,,,08 BROOKLYN,BROOKLYN,998762.0,183485.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67028878828104,-73.94768647935891,"(40.670288788281034, -73.94768647935891)"
376,26593831,10/30/2013 08:33:27 PM,10/30/2013 10:12:46 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11216.0,1307 PACIFIC STREET,PACIFIC STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 04:33:27 AM,10/30/2013 10:12:46 PM,08 BROOKLYN,BROOKLYN,998433.0,186152.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677609635719705,-73.94886686126566,"(40.677609635719705, -73.94886686126566)"
377,26593685,10/30/2013 08:33:15 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,1178 41 STREET,41 STREET,FT HAMILTON PARKWAY,12 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:33:15 PM,,12 BROOKLYN,BROOKLYN,986933.0,172894.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6412302996956,-73.99033241148773,"(40.6412302996956, -73.99033241148773)"
378,26590110,10/30/2013 08:32:13 PM,10/30/2013 11:58:00 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11210.0,2640 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 04:32:13 AM,10/30/2013 11:58:00 PM,14 BROOKLYN,BROOKLYN,999331.0,165306.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62039041410692,-73.94567596310623,"(40.620390414106915, -73.94567596310624)"
379,26593683,10/30/2013 08:31:52 PM,10/30/2013 11:45:34 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11228.0,1563 79 STREET,79 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 04:31:52 AM,10/30/2013 11:45:34 PM,11 BROOKLYN,BROOKLYN,983116.0,163186.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.614584216799116,-74.00408448350143,"(40.61458421679912, -74.00408448350143)"
380,26589165,10/30/2013 08:31:25 PM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11223.0,1618 EAST 10 STREET,EAST 10 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,,,Open,01/28/2014 08:31:25 PM,,15 BROOKLYN,BROOKLYN,994447.0,161265.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.609305672784735,-73.96327496798482,"(40.609305672784735, -73.96327496798482)"
381,26593406,10/30/2013 08:31:23 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218.0,1167 41 STREET,41 STREET,FT HAMILTON PARKWAY,12 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:31:23 PM,,12 BROOKLYN,BROOKLYN,986883.0,172941.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64135931962153,-73.99051255692544,"(40.641359319621536, -73.99051255692544)"
382,26593769,10/30/2013 08:30:48 PM,10/30/2013 10:01:14 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11201.0,307 PACIFIC STREET,PACIFIC STREET,SMITH STREET,HOYT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 04:30:48 AM,10/30/2013 10:01:14 PM,02 BROOKLYN,BROOKLYN,987465.0,189762.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687529041988185,-73.98840742527113,"(40.68752904198818, -73.98840742527112)"
383,26590826,10/30/2013 08:29:00 PM,,DOT,Department of Transportation,Street Light Condition,Lamppost Wire Exposed,,,6 77 ST W,77 ST W,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,,,,Open,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
384,26593816,10/30/2013 08:28:52 PM,,DOF,Department of Finance,DOF Literature Request,Property Tax Payment Agreement Request,,,,,,,,,,,,,Assigned,10/31/2013 08:28:52 PM,10/30/2013 08:37:05 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
385,26589640,10/30/2013 08:28:12 PM,10/30/2013 11:19:12 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368.0,102-08 35 AVENUE,35 AVENUE,102 STREET,103 STREET,,,ADDRESS,CORONA,,Precinct,Closed,10/31/2013 04:28:12 AM,10/30/2013 11:19:12 PM,03 QUEENS,QUEENS,1021420.0,214218.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75457731389201,-73.86583829487608,"(40.75457731389201, -73.86583829487608)"
386,26593686,10/30/2013 08:27:20 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11219.0,1265 43 STREET,43 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,,Open,11/13/2013 08:27:20 PM,,12 BROOKLYN,BROOKLYN,987170.0,172050.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.638913625419285,-73.98947880044224,"(40.63891362541928, -73.98947880044223)"
387,26589553,10/30/2013 08:26:49 PM,,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10003.0,142 2 AVENUE,2 AVENUE,ST MARKS PLACE,EAST 9 STREET,,,ADDRESS,NEW YORK,,,Open,11/20/2013 08:26:49 PM,,03 MANHATTAN,MANHATTAN,987756.0,204880.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72902426302629,-73.98735027204484,"(40.72902426302629, -73.98735027204485)"
388,26591834,10/30/2013 08:26:18 PM,10/31/2013 12:19:56 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369.0,30-35 91 STREET,91 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,10/31/2013 04:26:18 AM,10/31/2013 12:19:56 AM,03 QUEENS,QUEENS,1018104.0,216508.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76087609087586,-73.8777955453629,"(40.76087609087586, -73.87779554536291)"
