#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2016-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid, tmpf ,  dwpf ,  drct ,  sknt ,  p01m ,  presentwx
CMI,2016-03-27 23:53,44.06,44.06,310.00,20.00,3.81,RA BR
CMI,2016-03-28 00:53,42.98,42.98,310.00,16.00,3.56,-RA
CMI,2016-03-28 01:29,42.08,42.08,290.00,16.00,0.25,M
CMI,2016-03-28 01:40,42.08,42.08,300.00,14.00,0.25,M
CMI,2016-03-28 01:53,42.98,42.08,290.00,15.00,0.25,M
CMI,2016-03-28 02:53,42.98,39.92,300.00,17.00,0.00,M
CMI,2016-03-28 03:12,42.98,39.92,290.00,14.00,0.00,M
CMI,2016-03-28 03:53,42.98,39.92,290.00,16.00,0.00,M
CMI,2016-03-28 04:39,42.98,39.92,280.00,15.00,0.00,M
CMI,2016-03-28 04:53,42.98,39.92,290.00,16.00,0.00,M
CMI,2016-03-28 05:53,42.98,39.92,280.00,14.00,0.00,M
CMI,2016-03-28 06:36,42.98,39.92,290.00,16.00,0.00,M
CMI,2016-03-28 06:53,42.98,39.92,290.00,16.00,0.00,M
CMI,2016-03-28 07:53,42.08,39.02,280.00,13.00,0.00,M
CMI,2016-03-28 08:53,42.08,39.02,280.00,15.00,0.00,M
CMI,2016-03-28 09:53,42.08,39.02,290.00,13.00,0.00,M
CMI,2016-03-28 10:53,41.00,39.02,290.00,12.00,0.00,M
CMI,2016-03-28 11:53,41.00,37.94,280.00,11.00,0.00,M
CMI,2016-03-28 12:53,41.00,39.02,280.00,11.00,0.00,M
CMI,2016-03-28 13:29,42.98,39.02,280.00,10.00,0.00,M
CMI,2016-03-28 13:53,44.06,39.92,280.00,13.00,0.00,M
CMI,2016-03-28 14:45,44.96,39.02,280.00,13.00,0.00,M
CMI,2016-03-28 14:53,44.96,39.02,280.00,13.00,0.00,M
CMI,2016-03-28 15:53,48.02,37.04,300.00,10.00,0.00,M
CMI,2016-03-28 16:06,46.94,37.04,300.00,12.00,0.00,M
CMI,2016-03-28 16:53,48.92,37.94,280.00,11.00,0.00,M
CMI,2016-03-28 17:53,50.00,37.04,290.00,12.00,0.00,M
CMI,2016-03-28 18:53,51.98,37.04,300.00,7.00,0.00,M
CMI,2016-03-28 19:53,53.96,37.04,300.00,7.00,0.00,M
CMI,2016-03-28 20:53,55.04,35.96,350.00,9.00,0.00,M
CMI,2016-03-28 21:53,55.04,35.96,360.00,10.00,0.00,M
CMI,2016-03-28 22:53,51.98,35.06,340.00,7.00,0.00,M
CMI,2016-03-28 23:53,48.92,35.96,20.00,8.00,0.00,M
CMI,2016-03-29 00:53,44.96,35.06,20.00,5.00,0.00,M
CMI,2016-03-29 01:53,44.06,33.98,30.00,5.00,0.00,M
CMI,2016-03-29 02:53,39.92,33.98,30.00,4.00,0.00,M
CMI,2016-03-29 03:53,42.98,33.98,50.00,3.00,0.00,M
CMI,2016-03-29 04:53,41.00,33.98,0.00,0.00,0.00,M
CMI,2016-03-29 05:53,39.92,35.06,0.00,0.00,0.00,M
CMI,2016-03-29 06:53,35.96,32.00,0.00,0.00,0.00,M
CMI,2016-03-29 07:53,35.96,32.00,0.00,0.00,0.00,M
CMI,2016-03-29 08:53,37.04,35.06,0.00,0.00,0.00,M
CMI,2016-03-29 09:53,33.98,30.92,70.00,5.00,0.00,M
CMI,2016-03-29 10:53,35.06,32.00,70.00,6.00,0.00,M
CMI,2016-03-29 11:53,33.08,30.92,70.00,6.00,0.00,BR
CMI,2016-03-29 12:53,37.94,35.06,100.00,4.00,0.00,BR
CMI,2016-03-29 13:53,46.04,35.06,100.00,8.00,0.00,M
CMI,2016-03-29 14:53,48.92,30.92,110.00,13.00,0.00,M
CMI,2016-03-29 15:53,51.98,30.92,120.00,13.00,0.00,M
CMI,2016-03-29 16:53,53.96,30.92,110.00,9.00,0.00,M
CMI,2016-03-29 17:53,57.02,30.02,120.00,15.00,0.00,M
CMI,2016-03-29 18:53,57.92,30.02,90.00,14.00,0.00,M
CMI,2016-03-29 19:53,57.92,30.02,80.00,11.00,0.00,M
CMI,2016-03-29 20:53,59.00,30.02,100.00,14.00,0.00,M
CMI,2016-03-29 21:53,57.92,28.94,120.00,13.00,0.00,M
CMI,2016-03-29 22:53,57.02,30.92,110.00,13.00,0.00,M
CMI,2016-03-29 23:53,51.98,33.98,100.00,8.00,0.00,M
CMI,2016-03-30 00:53,46.04,33.98,100.00,8.00,0.00,M
CMI,2016-03-30 01:53,42.08,33.08,110.00,7.00,0.00,M
CMI,2016-03-30 02:53,41.00,33.08,110.00,7.00,0.00,M
CMI,2016-03-30 03:53,39.92,33.08,110.00,6.00,0.00,M
CMI,2016-03-30 04:53,39.92,33.98,120.00,7.00,0.00,M
CMI,2016-03-30 05:53,39.92,33.08,120.00,9.00,0.00,M
CMI,2016-03-30 06:53,39.92,33.08,130.00,9.00,0.00,M
CMI,2016-03-30 07:53,39.02,33.08,110.00,8.00,0.00,M
CMI,2016-03-30 08:53,37.94,33.08,120.00,8.00,0.00,M
CMI,2016-03-30 09:53,37.94,33.08,110.00,8.00,0.00,M
CMI,2016-03-30 10:53,37.94,33.08,120.00,8.00,0.00,M
CMI,2016-03-30 11:53,39.02,33.08,120.00,8.00,0.00,M
CMI,2016-03-30 12:53,42.98,35.06,120.00,12.00,0.00,M
CMI,2016-03-30 13:53,48.92,35.06,150.00,15.00,0.00,M
CMI,2016-03-30 14:53,50.00,35.96,160.00,15.00,0.00,M
CMI,2016-03-30 15:53,57.02,37.94,170.00,18.00,0.00,M
CMI,2016-03-30 16:53,59.00,39.02,180.00,20.00,0.00,VCTS
CMI,2016-03-30 17:08,57.02,39.92,240.00,11.00,0.76,-TSRA
CMI,2016-03-30 17:38,60.08,44.96,190.00,15.00,1.02,TS
CMI,2016-03-30 17:51,60.80,42.80,190.00,16.00,1.02,M
CMI,2016-03-30 17:53,60.08,44.06,190.00,14.00,1.02,M
CMI,2016-03-30 18:21,59.00,44.06,190.00,13.00,0.00,VCTS
CMI,2016-03-30 18:41,57.92,44.96,260.00,11.00,0.51,-TSRA
CMI,2016-03-30 18:46,55.04,48.02,220.00,12.00,2.03,+TSRA
CMI,2016-03-30 18:53,55.04,48.02,220.00,6.00,2.29,-TSRA
CMI,2016-03-30 19:23,53.96,50.00,170.00,9.00,0.76,VCTS -RA
CMI,2016-03-30 19:35,55.04,51.08,170.00,6.00,0.76,M
CMI,2016-03-30 19:49,55.40,51.80,180.00,4.00,0.76,VCTS -RA
CMI,2016-03-30 19:53,55.04,51.08,190.00,4.00,0.76,VCTS -RA
CMI,2016-03-30 20:08,53.96,51.08,150.00,15.00,1.27,+TSRA BR
CMI,2016-03-30 20:24,53.96,51.98,150.00,18.00,3.30,-TSRA BR
CMI,2016-03-30 20:29,53.96,51.08,150.00,14.00,3.56,-TSRA BR
CMI,2016-03-30 20:53,53.96,51.08,150.00,8.00,4.32,-TSRA
CMI,2016-03-30 21:06,53.96,51.08,150.00,8.00,0.00,VCTS -RA
CMI,2016-03-30 21:30,53.96,51.08,130.00,9.00,0.51,-TSRA
CMI,2016-03-30 21:45,53.96,51.08,130.00,11.00,0.51,-RA
CMI,2016-03-30 21:53,53.96,51.08,140.00,12.00,0.51,-RA
CMI,2016-03-30 22:53,57.02,53.96,170.00,21.00,1.27,-RA
CMI,2016-03-30 23:03,57.02,53.96,180.00,21.00,0.51,VCTS -RA BR
CMI,2016-03-30 23:18,57.02,55.04,180.00,17.00,1.27,-RA BR
CMI,2016-03-30 23:53,57.02,55.04,180.00,12.00,2.54,-RA
CMI,2016-03-31 00:53,55.94,53.96,150.00,12.00,0.76,-RA
CMI,2016-03-31 01:53,57.02,53.96,160.00,12.00,1.02,-RA
CMI,2016-03-31 02:53,57.02,55.04,150.00,15.00,0.00,M
CMI,2016-03-31 03:27,57.02,55.04,160.00,17.00,0.00,-RA
CMI,2016-03-31 03:48,59.00,55.40,170.00,22.00,0.25,-RA BR
CMI,2016-03-31 03:53,59.00,57.02,170.00,22.00,0.51,-RA
CMI,2016-03-31 04:53,59.00,57.02,180.00,15.00,1.52,-RA
CMI,2016-03-31 05:49,59.00,57.20,170.00,21.00,0.00,M
CMI,2016-03-31 05:53,59.00,57.02,160.00,21.00,0.00,M
CMI,2016-03-31 06:01,59.00,57.02,170.00,24.00,0.00,M
CMI,2016-03-31 06:39,59.00,57.02,170.00,21.00,0.00,M
CMI,2016-03-31 06:53,59.00,57.02,180.00,19.00,0.00,M
CMI,2016-03-31 07:14,59.00,57.02,180.00,18.00,0.00,M
CMI,2016-03-31 07:53,59.00,57.02,180.00,18.00,0.00,M
CMI,2016-03-31 08:00,59.00,57.02,180.00,20.00,0.00,M
CMI,2016-03-31 08:53,59.00,57.02,180.00,14.00,0.00,M
CMI,2016-03-31 09:18,59.00,57.02,180.00,17.00,2.03,+RA BR
CMI,2016-03-31 09:24,59.00,57.02,180.00,12.00,2.54,RA BR
CMI,2016-03-31 09:35,59.00,57.92,190.00,25.00,4.57,+RA BR
CMI,2016-03-31 09:45,59.00,57.92,190.00,16.00,6.35,VCTS +RA BR
CMI,2016-03-31 09:53,59.00,57.92,200.00,17.00,7.11,VCTS +RA BR
CMI,2016-03-31 10:00,60.08,57.92,190.00,21.00,0.25,-RA BR
CMI,2016-03-31 10:53,59.00,55.94,190.00,14.00,3.30,RA BR
CMI,2016-03-31 11:53,60.08,57.02,180.00,24.00,2.03,M
CMI,2016-03-31 12:02,60.08,57.02,180.00,20.00,0.00,M
CMI,2016-03-31 12:53,59.00,55.94,190.00,13.00,0.00,M
CMI,2016-03-31 13:38,59.00,57.02,190.00,16.00,0.00,M
CMI,2016-03-31 13:53,59.00,57.02,180.00,15.00,0.00,M
CMI,2016-03-31 14:04,59.00,57.02,190.00,19.00,0.00,M
CMI,2016-03-31 14:43,62.06,57.92,190.00,21.00,0.00,M
CMI,2016-03-31 14:53,62.06,57.92,190.00,18.00,0.00,M
CMI,2016-03-31 15:53,64.94,60.08,190.00,25.00,0.00,M
CMI,2016-03-31 16:15,66.02,60.08,190.00,26.00,0.00,M
CMI,2016-03-31 16:53,68.00,60.08,190.00,23.00,0.00,M
CMI,2016-03-31 17:53,69.08,62.06,180.00,25.00,0.00,M
CMI,2016-03-31 18:16,66.02,60.08,200.00,22.00,0.00,TS
CMI,2016-03-31 18:53,64.94,60.08,220.00,16.00,0.25,M
CMI,2016-03-31 19:11,62.06,55.94,230.00,22.00,0.25,M
CMI,2016-03-31 19:17,62.06,55.94,230.00,20.00,0.25,VCTS -RA
CMI,2016-03-31 19:30,62.06,57.02,220.00,19.00,0.25,-RA
CMI,2016-03-31 19:53,66.02,60.08,240.00,20.00,0.25,M
CMI,2016-03-31 20:53,69.08,51.98,250.00,25.00,0.00,M
CMI,2016-03-31 21:53,62.06,51.98,270.00,24.00,0.00,M
CMI,2016-03-31 22:53,60.08,48.02,270.00,20.00,0.00,M
CMI,2016-03-31 23:53,57.02,48.92,260.00,10.00,0.00,M
CMI,2016-04-01 00:53,53.96,46.04,300.00,14.00,0.00,M
CMI,2016-04-01 01:53,50.00,44.06,290.00,8.00,0.00,M
CMI,2016-04-01 02:53,46.94,42.08,290.00,6.00,0.00,M
CMI,2016-04-01 03:53,44.06,41.00,250.00,6.00,0.00,M
CMI,2016-04-01 04:53,44.96,39.92,260.00,9.00,0.00,M
CMI,2016-04-01 05:53,44.06,39.02,290.00,7.00,0.00,M
CMI,2016-04-01 06:53,39.92,37.04,240.00,6.00,0.00,M
CMI,2016-04-01 07:53,39.92,37.04,250.00,5.00,0.00,M
CMI,2016-04-01 08:53,37.94,35.96,240.00,6.00,0.00,M
CMI,2016-04-01 09:53,37.04,35.06,210.00,6.00,0.00,M
CMI,2016-04-01 10:53,39.02,37.04,210.00,5.00,0.00,M
CMI,2016-04-01 11:53,41.00,39.02,210.00,4.00,0.00,M
CMI,2016-04-01 12:09,42.08,39.92,230.00,3.00,0.00,M
CMI,2016-04-01 12:53,42.98,39.92,0.00,0.00,0.00,M
CMI,2016-04-01 13:53,46.94,42.08,260.00,18.00,0.00,M
CMI,2016-04-01 14:23,46.04,41.00,260.00,16.00,0.00,M
CMI,2016-04-01 14:50,46.40,39.20,270.00,21.00,0.00,M
CMI,2016-04-01 14:53,46.94,39.92,260.00,22.00,0.00,M
CMI,2016-04-01 15:02,48.02,39.02,270.00,22.00,0.00,M
CMI,2016-04-01 15:53,48.92,37.04,260.00,20.00,0.00,M
CMI,2016-04-01 16:53,46.94,33.98,270.00,17.00,0.00,M
CMI,2016-04-01 17:53,50.00,33.98,250.00,18.00,0.00,M
CMI,2016-04-01 18:53,51.08,35.06,250.00,19.00,0.00,M
CMI,2016-04-01 19:53,51.98,35.96,260.00,20.00,0.00,M
CMI,2016-04-01 20:53,53.06,35.96,280.00,22.00,0.00,M
CMI,2016-04-01 21:53,48.92,35.96,270.00,19.00,0.00,M
CMI,2016-04-01 22:53,48.92,37.04,280.00,17.00,0.00,M
CMI,2016-04-01 23:53,48.02,37.94,280.00,19.00,0.00,M
CMI,2016-04-02 00:53,42.98,39.02,320.00,13.00,0.00,M
CMI,2016-04-02 01:53,42.08,39.02,290.00,7.00,0.00,M
CMI,2016-04-02 02:53,42.08,37.94,260.00,6.00,0.00,M
CMI,2016-04-02 03:53,41.00,37.94,260.00,6.00,0.00,M
CMI,2016-04-02 04:53,39.92,37.04,280.00,6.00,0.00,M
CMI,2016-04-02 05:53,37.04,30.92,300.00,7.00,0.00,M
CMI,2016-04-02 06:53,35.96,28.94,290.00,10.00,0.00,M
CMI,2016-04-02 07:53,35.06,28.04,280.00,8.00,0.00,M
CMI,2016-04-02 08:53,32.00,28.04,270.00,6.00,0.00,M
CMI,2016-04-02 09:53,32.00,28.04,240.00,7.00,0.00,M
CMI,2016-04-02 10:53,30.92,28.04,230.00,8.00,0.00,M
CMI,2016-04-02 11:53,32.00,28.04,220.00,10.00,0.00,M
CMI,2016-04-02 12:53,35.06,30.02,230.00,16.00,0.00,M
CMI,2016-04-02 13:53,37.94,30.92,230.00,19.00,0.00,M
CMI,2016-04-02 14:53,41.00,30.02,240.00,25.00,0.00,M
CMI,2016-04-02 15:53,46.94,30.02,250.00,29.00,0.00,M
CMI,2016-04-02 16:53,48.92,26.96,280.00,38.00,0.00,M
CMI,2016-04-02 17:53,48.92,24.98,280.00,41.00,0.00,M
CMI,2016-04-02 18:53,48.02,19.94,290.00,36.00,0.00,M
CMI,2016-04-02 19:53,46.04,21.02,300.00,32.00,0.00,M
CMI,2016-04-02 20:53,44.06,17.96,300.00,32.00,0.00,M
CMI,2016-04-02 21:53,42.98,19.04,300.00,28.00,0.00,M
CMI,2016-04-02 22:53,42.08,17.06,310.00,24.00,0.00,M
CMI,2016-04-02 23:53,39.02,19.04,310.00,17.00,0.00,M
CMI,2016-04-03 00:53,37.04,17.96,310.00,13.00,0.00,M
CMI,2016-04-03 01:53,35.06,19.04,320.00,12.00,0.00,M
CMI,2016-04-03 02:53,33.08,19.94,310.00,9.00,0.00,M
CMI,2016-04-03 03:53,30.92,21.02,310.00,8.00,0.00,M
CMI,2016-04-03 04:53,28.04,21.02,290.00,6.00,0.00,M
CMI,2016-04-03 05:53,28.04,21.02,310.00,5.00,0.00,M
CMI,2016-04-03 06:53,26.96,21.02,250.00,4.00,0.00,M
CMI,2016-04-03 07:53,26.96,21.02,240.00,7.00,0.00,M
CMI,2016-04-03 08:53,26.06,21.02,230.00,5.00,0.00,M
CMI,2016-04-03 09:53,24.08,21.02,180.00,6.00,0.00,M
CMI,2016-04-03 10:53,28.04,23.00,190.00,8.00,0.00,M
CMI,2016-04-03 11:53,26.96,24.08,190.00,6.00,0.00,M
CMI,2016-04-03 12:53,33.08,26.06,180.00,9.00,0.00,M
CMI,2016-04-03 13:53,37.94,26.06,190.00,17.00,0.00,M
CMI,2016-04-03 14:53,42.98,24.98,190.00,19.00,0.00,M
CMI,2016-04-03 15:53,48.02,28.04,190.00,17.00,0.00,M
CMI,2016-04-03 16:53,51.98,30.02,190.00,24.00,0.00,M
CMI,2016-04-03 17:53,57.02,33.98,200.00,21.00,0.00,M
CMI,2016-04-03 18:53,60.98,35.96,200.00,24.00,0.00,M
CMI,2016-04-03 19:53,64.94,37.04,220.00,25.00,0.00,M
CMI,2016-04-03 20:53,66.02,39.02,210.00,26.00,0.00,M
CMI,2016-04-03 21:53,66.02,39.02,210.00,27.00,0.00,M
CMI,2016-04-03 22:53,64.94,39.02,200.00,25.00,0.00,M
CMI,2016-04-03 23:53,62.06,39.92,200.00,19.00,0.00,M
CMI,2016-04-04 00:53,57.92,41.00,190.00,21.00,0.00,M
CMI,2016-04-04 01:53,57.02,41.00,200.00,22.00,0.00,M
CMI,2016-04-04 02:53,55.94,41.00,200.00,17.00,0.00,M
CMI,2016-04-04 03:53,55.94,42.08,210.00,17.00,0.00,M
CMI,2016-04-04 04:53,57.02,42.08,220.00,18.00,0.00,M
CMI,2016-04-04 05:53,55.94,42.98,240.00,13.00,0.00,M
CMI,2016-04-04 06:53,55.94,42.08,230.00,15.00,0.00,M
CMI,2016-04-04 07:53,55.94,42.08,230.00,17.00,0.00,-RA
CMI,2016-04-04 08:53,51.08,42.98,350.00,18.00,0.00,M
CMI,2016-04-04 09:00,46.94,39.92,350.00,19.00,0.00,M
CMI,2016-04-04 09:53,42.08,35.06,10.00,13.00,0.00,M
CMI,2016-04-04 10:53,41.00,35.06,360.00,18.00,0.00,M
CMI,2016-04-04 11:53,37.94,32.00,10.00,14.00,0.00,M
CMI,2016-04-04 12:53,37.94,32.00,10.00,13.00,0.00,M
CMI,2016-04-04 13:53,37.04,30.92,20.00,17.00,0.00,M
CMI,2016-04-04 14:22,39.02,32.00,10.00,16.00,0.00,M
CMI,2016-04-04 14:53,39.92,30.92,350.00,17.00,0.00,M
CMI,2016-04-04 15:53,42.08,30.92,350.00,15.00,0.00,M
CMI,2016-04-04 16:53,44.96,30.92,340.00,15.00,0.00,M
CMI,2016-04-04 17:37,46.94,30.92,340.00,16.00,0.00,M
CMI,2016-04-04 17:53,46.04,30.92,10.00,15.00,0.00,M
CMI,2016-04-04 18:53,46.04,30.02,360.00,18.00,0.00,M
CMI,2016-04-04 19:53,44.06,28.94,360.00,13.00,0.00,M
CMI,2016-04-04 20:53,42.98,28.94,350.00,16.00,0.00,M
CMI,2016-04-04 21:53,44.06,28.94,10.00,14.00,0.00,M
CMI,2016-04-04 22:53,42.08,26.96,360.00,13.00,0.00,M
CMI,2016-04-04 23:53,39.02,24.98,10.00,9.00,0.00,M
CMI,2016-04-05 00:53,35.96,28.04,40.00,11.00,0.00,M
CMI,2016-04-05 01:53,35.06,26.96,50.00,11.00,0.00,M
CMI,2016-04-05 02:53,32.00,26.06,50.00,9.00,0.00,M
CMI,2016-04-05 03:53,32.00,24.98,40.00,5.00,0.00,M
CMI,2016-04-05 04:53,30.92,24.08,40.00,7.00,0.00,M
CMI,2016-04-05 05:53,30.02,24.08,50.00,8.00,0.00,M
CMI,2016-04-05 06:53,28.04,23.00,50.00,8.00,0.00,M
CMI,2016-04-05 07:53,28.04,21.92,50.00,8.00,0.00,M
CMI,2016-04-05 08:53,26.96,21.02,50.00,8.00,0.00,M
CMI,2016-04-05 09:53,24.98,19.94,50.00,6.00,0.00,M
CMI,2016-04-05 10:53,24.98,19.94,50.00,4.00,0.00,M
CMI,2016-04-05 11:53,26.06,19.04,40.00,4.00,0.00,M
CMI,2016-04-05 12:53,30.92,19.94,50.00,8.00,0.00,M
CMI,2016-04-05 13:53,33.08,21.92,70.00,12.00,0.00,M
CMI,2016-04-05 14:53,35.96,19.94,100.00,11.00,0.00,M
CMI,2016-04-05 15:53,39.02,21.92,90.00,11.00,0.00,M
CMI,2016-04-05 16:53,41.00,23.00,90.00,13.00,0.00,M
CMI,2016-04-05 17:53,44.06,23.00,130.00,12.00,0.00,M
CMI,2016-04-05 18:53,46.94,23.00,140.00,9.00,0.00,M
CMI,2016-04-05 19:53,50.00,23.00,130.00,11.00,0.00,M
CMI,2016-04-05 20:53,50.00,24.08,150.00,13.00,0.00,M
CMI,2016-04-05 21:53,50.00,24.08,140.00,16.00,0.00,M
CMI,2016-04-05 22:53,50.00,26.06,140.00,14.00,0.00,M
CMI,2016-04-05 23:53,48.02,26.96,150.00,14.00,0.00,M
CMI,2016-04-06 00:53,46.94,28.94,140.00,14.00,0.00,M
CMI,2016-04-06 01:53,46.94,30.02,130.00,16.00,0.00,M
CMI,2016-04-06 02:53,46.94,30.92,140.00,17.00,0.00,M
CMI,2016-04-06 03:53,46.04,30.92,150.00,18.00,0.00,M
CMI,2016-04-06 04:53,46.04,30.92,160.00,19.00,0.00,M
CMI,2016-04-06 05:53,44.96,30.92,160.00,16.00,0.00,M
CMI,2016-04-06 06:53,46.04,30.92,160.00,19.00,0.00,M
CMI,2016-04-06 07:53,46.04,32.00,160.00,16.00,0.00,M
CMI,2016-04-06 08:53,46.94,32.00,160.00,17.00,0.00,M
CMI,2016-04-06 09:53,46.94,32.00,170.00,19.00,0.00,M
CMI,2016-04-06 10:53,48.02,33.08,180.00,23.00,0.00,M
CMI,2016-04-06 11:53,48.92,33.98,200.00,15.00,0.00,M
CMI,2016-04-06 12:53,50.00,35.96,190.00,10.00,0.00,M
CMI,2016-04-06 13:53,51.08,35.96,190.00,12.00,0.00,M
CMI,2016-04-06 14:53,48.02,41.00,210.00,8.00,0.76,RA
CMI,2016-04-06 15:13,48.02,42.08,200.00,6.00,0.51,-RA
CMI,2016-04-06 15:40,48.02,42.98,200.00,6.00,0.76,-RA
CMI,2016-04-06 15:53,48.02,44.06,210.00,6.00,1.27,-RA BR
CMI,2016-04-06 16:53,48.02,44.96,200.00,10.00,2.79,-RA BR
CMI,2016-04-06 17:14,48.92,46.04,200.00,14.00,1.27,RA BR
CMI,2016-04-06 17:45,50.00,46.94,220.00,17.00,3.56,RA BR
CMI,2016-04-06 17:53,50.00,46.94,230.00,15.00,3.81,-RA BR
CMI,2016-04-06 18:27,50.00,46.94,240.00,15.00,1.27,RA BR
CMI,2016-04-06 18:53,48.92,48.02,220.00,12.00,2.54,RA BR
CMI,2016-04-06 19:16,48.92,48.02,210.00,11.00,1.27,RA BR
CMI,2016-04-06 19:21,48.92,48.02,210.00,13.00,1.52,RA BR
CMI,2016-04-06 19:42,48.92,48.02,220.00,11.00,3.30,RA BR
CMI,2016-04-06 19:53,50.00,48.02,210.00,12.00,4.32,RA BR
CMI,2016-04-06 20:19,50.00,48.92,220.00,11.00,2.29,RA BR
CMI,2016-04-06 20:26,50.00,48.92,220.00,14.00,2.79,RA BR
CMI,2016-04-06 20:31,50.00,48.92,220.00,14.00,3.05,RA BR
CMI,2016-04-06 20:46,48.02,46.04,270.00,15.00,4.32,RA BR
CMI,2016-04-06 20:51,48.20,46.40,270.00,20.00,4.57,RA BR
CMI,2016-04-06 20:53,48.02,46.94,280.00,19.00,4.57,RA BR
CMI,2016-04-06 21:00,46.94,46.04,280.00,15.00,0.25,RA BR
CMI,2016-04-06 21:07,46.94,46.04,280.00,13.00,0.51,-RA BR
CMI,2016-04-06 21:53,48.02,46.94,260.00,11.00,0.76,M
CMI,2016-04-06 22:53,48.92,46.94,280.00,17.00,0.00,M
CMI,2016-04-06 23:53,46.94,41.00,270.00,19.00,0.25,M
CMI,2016-04-07 00:53,46.94,42.08,250.00,15.00,0.00,M
CMI,2016-04-07 01:53,46.04,42.98,260.00,13.00,0.00,M
CMI,2016-04-07 02:53,46.04,42.98,270.00,10.00,0.00,M
CMI,2016-04-07 03:53,46.94,42.98,270.00,16.00,0.00,-RA
CMI,2016-04-07 04:53,46.04,44.06,260.00,13.00,0.00,M
CMI,2016-04-07 05:53,46.04,44.06,270.00,12.00,0.00,-RA
CMI,2016-04-07 06:17,46.04,44.06,290.00,8.00,0.25,-RA BR
CMI,2016-04-07 06:24,46.04,44.06,280.00,7.00,0.25,-RA BR
CMI,2016-04-07 06:53,44.96,42.08,300.00,15.00,0.25,-RA
CMI,2016-04-07 07:18,44.06,41.00,290.00,17.00,0.00,M
CMI,2016-04-07 07:32,44.06,41.00,280.00,16.00,0.00,M
CMI,2016-04-07 07:43,44.06,39.92,280.00,19.00,0.00,M
CMI,2016-04-07 07:53,42.98,39.92,290.00,20.00,0.00,M
CMI,2016-04-07 08:00,42.98,41.00,290.00,19.00,0.00,M
CMI,2016-04-07 08:53,41.00,37.94,300.00,19.00,0.00,M
CMI,2016-04-07 09:21,41.00,37.94,290.00,15.00,0.00,M
CMI,2016-04-07 09:53,41.00,37.04,300.00,14.00,0.00,M
CMI,2016-04-07 10:20,39.92,35.96,290.00,17.00,0.00,M
CMI,2016-04-07 10:50,39.20,35.60,290.00,15.00,0.00,M
CMI,2016-04-07 10:53,39.92,35.96,290.00,15.00,0.00,M
CMI,2016-04-07 11:13,39.02,35.06,290.00,17.00,0.00,M
CMI,2016-04-07 11:53,37.94,33.98,290.00,13.00,0.00,M
CMI,2016-04-07 12:53,39.02,32.00,300.00,16.00,0.00,M
CMI,2016-04-07 13:53,39.92,33.08,290.00,20.00,0.00,M
CMI,2016-04-07 14:53,39.92,32.00,290.00,20.00,0.00,M
CMI,2016-04-07 15:21,39.92,32.00,300.00,18.00,0.00,M
CMI,2016-04-07 15:37,42.08,33.08,290.00,22.00,0.00,M
CMI,2016-04-07 15:53,41.00,30.92,300.00,21.00,0.00,M
CMI,2016-04-07 16:53,42.08,32.00,300.00,17.00,0.00,M
CMI,2016-04-07 17:53,42.08,30.92,300.00,19.00,0.00,M
CMI,2016-04-07 18:53,42.98,30.92,310.00,19.00,0.00,M
CMI,2016-04-07 19:53,46.04,33.08,320.00,19.00,0.00,M
CMI,2016-04-07 20:53,46.04,32.00,320.00,18.00,0.00,M
CMI,2016-04-07 21:53,44.96,30.92,330.00,14.00,0.00,M
CMI,2016-04-07 22:53,44.96,32.00,320.00,12.00,0.00,M
CMI,2016-04-07 23:53,42.98,30.02,330.00,11.00,0.00,M
CMI,2016-04-08 00:53,39.02,30.02,350.00,8.00,0.00,M
CMI,2016-04-08 01:53,35.96,28.94,10.00,6.00,0.00,M
CMI,2016-04-08 02:53,35.96,28.94,20.00,4.00,0.00,M
CMI,2016-04-08 03:53,37.04,30.02,30.00,5.00,0.00,M
CMI,2016-04-08 04:53,32.00,28.94,210.00,4.00,0.00,M
CMI,2016-04-08 05:53,33.98,30.92,210.00,5.00,0.00,M
CMI,2016-04-08 06:53,35.96,33.08,230.00,6.00,0.00,M
CMI,2016-04-08 07:53,37.04,33.98,220.00,5.00,0.00,M
CMI,2016-04-08 08:53,37.04,33.98,190.00,5.00,0.00,M
CMI,2016-04-08 09:53,35.96,33.98,220.00,7.00,0.00,M
CMI,2016-04-08 10:53,37.04,33.98,250.00,8.00,0.00,M
CMI,2016-04-08 11:53,39.02,35.96,280.00,10.00,0.00,M
CMI,2016-04-08 12:40,39.02,35.96,280.00,14.00,0.00,M
CMI,2016-04-08 12:53,39.02,37.04,280.00,14.00,0.00,M
CMI,2016-04-08 13:53,39.02,37.04,290.00,13.00,0.00,BR
CMI,2016-04-08 14:23,41.00,37.04,280.00,16.00,0.00,M
CMI,2016-04-08 14:51,42.80,35.60,290.00,19.00,0.00,M
CMI,2016-04-08 14:53,42.08,35.06,290.00,18.00,0.00,M
CMI,2016-04-08 15:00,42.08,35.06,290.00,20.00,0.00,M
CMI,2016-04-08 15:38,41.00,35.06,290.00,16.00,0.00,-RA
CMI,2016-04-08 15:53,41.00,33.98,310.00,21.00,0.00,-RA
