Hourly Obs
Month/Year: 08/2015
Station Location: CHICAGO O'HARE INTERNATIONAL AIRPORT (94846)
Lat: 41.995
Lon: -87.933
Elev: 662 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
94846,20150805,1651,11,FEW065 SCT200 OVC250, ,10.00, , , ,78, ,25.6, ,63, ,17.3, ,53, ,11.7, , 42, ,11, ,080, , , ,29.29, , , , , ,30.00, ,AA, , , ,30.01, 
94846,20150805,1751,11,FEW065 SCT200 OVC250, ,10.00, , , ,76, ,24.4, ,63, ,17.4, ,55, ,12.8, , 48, , 9, ,080, , , ,29.28, , , , , ,29.99, ,AA, , , ,30.00, 
94846,20150805,1851,11,FEW200 OVC250, ,10.00, , , ,74, ,23.3, ,63, ,17.3, ,56, ,13.3, , 54, , 9, ,080, , , ,29.28, , , , , ,29.99, ,AA, , , ,30.00, 
94846,20150805,1951,11,FEW200 BKN250, ,10.00, , , ,72, ,22.2, ,64, ,17.8, ,59, ,15.0, , 64, , 8, ,080, , , ,29.29, , , , , ,29.99, ,AA, , , ,30.01, 
94846,20150805,2051,11,FEW200 OVC250, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 7, ,050, , , ,29.30, , , , , ,30.01, ,AA, , , ,30.02, 
94846,20150805,2151,11,OVC300, ,10.00, , , ,70, ,21.1, ,66, ,19.0, ,64, ,17.8, , 81, , 8, ,050, , , ,29.29, , , , , ,29.99, ,AA, , , ,30.01, 
94846,20150805,2251,11,OVC300, ,10.00, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, , 8, ,050, , , ,29.27, , , , , ,29.98, ,AA, , , ,29.99, 
94846,20150805,2351,11,OVC300, ,10.00, , , ,68, ,20.0, ,66, ,18.6, ,64, ,17.8, , 87, , 6, ,050, , , ,29.26, , , , , ,29.97, ,AA, , , ,29.98, 
94846,20150806,0051,11,BKN300, ,10.00, , , ,68, ,20.0, ,65, ,18.2, ,63, ,17.2, , 84, , 5, ,030, , , ,29.26, , , , , ,29.96, ,AA, , , ,29.98, 
94846,20150806,0151,11,BKN300, ,10.00, , , ,66, ,18.9, ,64, ,17.8, ,63, ,17.2, , 90, , 5, ,020, , , ,29.26, , , , , ,29.96, ,AA, , , ,29.98, 
94846,20150806,0251,11,OVC300, ,10.00, , , ,66, ,18.9, ,64, ,17.8, ,63, ,17.2, , 90, , 3, ,010, , , ,29.26, , , , , ,29.97, ,AA, , , ,29.98, 
94846,20150806,0351,11,OVC300, ,10.00, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, , 87, , 6, ,020, , , ,29.26, , , , , ,29.96, ,AA, , , ,29.98, 
94846,20150806,0451,11,BKN300, ,10.00, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, , 87, , 5, ,020, , , ,29.26, , , , , ,29.97, ,AA, , , ,29.98, 
94846,20150806,0551,11,FEW040 FEW170 BKN300, ,10.00, , , ,66, ,18.9, ,64, ,17.8, ,63, ,17.2, , 90, , 6, ,020, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150806,0651,11,FEW040 SCT300, ,10.00, , , ,69, ,20.6, ,66, ,19.1, ,65, ,18.3, , 87, , 6, ,040, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150806,0751,11,FEW021 SCT300, ,10.00, , , ,73, ,22.8, ,67, ,19.6, ,64, ,17.8, , 74, ,10, ,040, , , ,29.26, , , , , ,29.97, ,AA, , , ,29.98, 
94846,20150806,0851,11,FEW025 SCT250, ,10.00, , , ,76, ,24.4, ,68, ,19.8, ,63, ,17.2, , 64, , 9, ,070, , , ,29.25, , , , , ,29.95, ,AA, , , ,29.97, 
94846,20150806,0951,11,SCT037 SCT250, ,10.00, , , ,78, ,25.6, ,66, ,18.9, ,59, ,15.0, , 52, , 9, ,050, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150806,1051,11,SCT043 BKN250, ,10.00, , , ,80, ,26.7, ,67, ,19.6, ,60, ,15.6, , 51, , 8, ,090, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150806,1151,11,SCT042 SCT250, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, , 9, ,050, , , ,29.25, , , , , ,29.95, ,AA, , , ,29.97, 
94846,20150806,1251,11,SCT050 SCT250, ,10.00, , , ,81, ,27.2, ,67, ,19.2, ,58, ,14.4, , 46, , 6, ,VR , ,16, ,29.23, , , , , ,29.94, ,AA, , , ,29.95, 
94846,20150806,1351,11,SCT050 SCT250, ,10.00, , , ,82, ,27.8, ,66, ,18.8, ,56, ,13.3, , 41, ,10, ,050, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150806,1451,11,SCT047 SCT250, ,10.00, , , ,80, ,26.7, ,66, ,19.0, ,58, ,14.4, , 47, ,13, ,060, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150806,1551,11,FEW050 SCT250, ,10.00, , , ,80, ,26.7, ,66, ,19.0, ,58, ,14.4, , 47, , 9, ,070, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, 
94846,20150806,1651,11,FEW050 SCT250, ,10.00, , , ,80, ,26.7, ,65, ,18.5, ,56, ,13.3, , 44, , 9, ,070, , , ,29.20, , , , , ,29.90, ,AA, , , ,29.92, 
94846,20150806,1751,11,FEW050 SCT250, ,10.00, , , ,77, ,25.0, ,65, ,18.2, ,57, ,13.9, , 50, ,10, ,070, , , ,29.18, , , , , ,29.89, ,AA, , , ,29.90, 
94846,20150806,1851,11,FEW050 FEW250, ,10.00, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, , 62, ,10, ,040, , , ,29.19, , , , , ,29.90, ,AA, , , ,29.91, 
94846,20150806,1951,11,SCT200 BKN250, ,10.00, , , ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, , 68, , 8, ,060, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150806,2051,11,OVC220, ,10.00, , , ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, , 68, , 8, ,090, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150806,2151,11,SCT150 BKN220, ,10.00, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, , 73, , 6, ,090, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, 
94846,20150806,2251,11,BKN150 BKN250, ,10.00, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, , 73, , 3, ,080, , , ,29.22, , , , , ,29.92, ,AA, , , ,29.94, 
94846,20150806,2351,11,SCT150 BKN250, ,10.00, , , ,68, ,20.0, ,64, ,17.9, ,62, ,16.7, , 81, , 0, ,000, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150807,0051,11,SCT150 BKN250, ,10.00, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, , 87, , 0, ,000, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150807,0151,11,SCT150 BKN250, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, , 3, ,190, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150807,0251,11,SCT150 SCT250, ,10.00, , , ,67, ,19.4, ,65, ,18.0, ,63, ,17.2, , 87, , 6, ,190, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150807,0351,11,FEW040 SCT150, ,10.00, , , ,64, ,17.8, ,62, ,16.7, ,61, ,16.1, , 90, , 6, ,190, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150807,0451,11,FEW050 SCT080 SCT250, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 7, ,180, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150807,0551,11,FEW070 BKN250, ,10.00, , , ,66, ,18.9, ,61, ,16.2, ,58, ,14.4, , 76, , 8, ,170, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150807,0651,11,FEW130 FEW250, ,10.00, , , ,70, ,21.1, ,62, ,16.5, ,56, ,13.3, , 61, , 9, ,180, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150807,0751,11,FEW130 FEW250, ,10.00, , , ,73, ,22.8, ,64, ,17.7, ,58, ,14.4, , 59, , 8, ,190, , , ,29.22, , , , , ,29.92, ,AA, , , ,29.94, 
94846,20150807,0851,11,FEW038 FEW250, ,10.00, , , ,75, ,23.9, ,65, ,18.4, ,59, ,15.0, , 58, ,10, ,210, , , ,29.22, , , , , ,29.92, ,AA, , , ,29.94, 
94846,20150807,0951,11,FEW041 FEW150 SCT250, ,10.00, , , ,77, ,25.0, ,66, ,18.7, ,59, ,15.0, , 54, , 8, ,160, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150807,1051,11,FEW045 SCT150 BKN250, ,10.00, , , ,79, ,26.1, ,67, ,19.1, ,59, ,15.0, , 50, , 8, ,190, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150807,1151,11,FEW047 SCT170 BKN250, ,10.00, , , ,80, ,26.7, ,66, ,19.0, ,58, ,14.4, , 47, , 9, ,200, , , ,29.18, , , , , ,29.89, ,AA, , , ,29.90, 
94846,20150807,1251,11,FEW050 SCT130 BKN250, ,10.00, , , ,81, ,27.2, ,66, ,18.9, ,57, ,13.9, , 44, ,10, ,190, ,20, ,29.17, , , , , ,29.88, ,AA, , , ,29.89, 
94846,20150807,1351,11,FEW050 SCT100 SCT130, ,10.00, , , ,81, ,27.2, ,66, ,18.6, ,56, ,13.3, , 42, ,14, ,190, ,23, ,29.15, , , , , ,29.86, ,AA, , , ,29.87, 
94846,20150807,1451,11,SCT085 BKN140 BKN250, ,10.00, , , ,82, ,27.8, ,67, ,19.4, ,58, ,14.4, , 44, ,15, ,180, ,22, ,29.14, , , , , ,29.85, ,AA, , , ,29.86, 
94846,20150807,1551,11,BKN065 BKN090 BKN200, ,10.00, , , ,80, ,26.7, ,66, ,18.7, ,57, ,13.9, , 45, ,15, ,190, , , ,29.14, , , , , ,29.85, ,AA, , , ,29.86, 
94846,20150807,1651,11,BKN055 BKN075 BKN200, ,10.00, , , ,80, ,26.7, ,66, ,18.7, ,57, ,13.9, , 45, ,10, ,220, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150807,1751,11,BKN055 BKN090 BKN200, ,10.00, , , ,79, ,26.1, ,66, ,18.8, ,58, ,14.4, , 49, , 9, ,200, , , ,29.13, , , , , ,29.84, ,AA, , , ,29.85, 
94846,20150807,1851,11,SCT050 BKN130 BKN250, ,10.00, , , ,78, ,25.6, ,66, ,18.9, ,59, ,15.0, , 52, , 7, ,210, , , ,29.13, , , , , ,29.83, ,AA, , , ,29.85, 
94846,20150807,1951,11,OVC047, ,10.00, , , ,77, ,25.0, ,66, ,19.0, ,60, ,15.6, , 56, , 6, ,180, , , ,29.13, , , , , ,29.84, ,AA, , , ,29.85, 
94846,20150807,2051,11,SCT043 SCT110 BKN250, ,10.00, , , ,75, ,23.9, ,66, ,18.7, ,60, ,15.6, , 60, , 8, ,180, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
94846,20150807,2151,11,BKN045 BKN055 OVC110, ,10.00, , , ,75, ,23.9, ,66, ,18.7, ,60, ,15.6, , 60, , 8, ,190, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
94846,20150807,2251,11,SCT040 SCT050 BKN060, ,10.00, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, , 62, , 9, ,190, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
94846,20150807,2351,11,FEW040 SCT060, ,10.00, , , ,73, ,22.8, ,66, ,18.6, ,61, ,16.1, , 66, , 9, ,190, , , ,29.13, , , , , ,29.83, ,AA, , , ,29.85, 
94846,20150808,0051,11,FEW040 FEW060, ,10.00, , , ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, , 68, , 8, ,200, , , ,29.12, , , , , ,29.82, ,AA, , , ,29.84, 
94846,20150808,0151,11,FEW045 FEW060, ,10.00, , , ,70, ,21.1, ,64, ,18.0, ,61, ,16.1, , 73, , 8, ,190, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150808,0251,11,BKN030 BKN060, ,10.00, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, , 73, , 7, ,210, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
94846,20150808,0351,11,FEW030, ,10.00, , , ,70, ,21.1, ,65, ,18.3, ,62, ,16.7, , 76, , 6, ,220, , , ,29.16, , , , , ,29.86, ,AA, , , ,29.88, 
94846,20150808,0451,11,FEW024 SCT050 SCT180, ,10.00, , , ,70, ,21.1, ,65, ,18.3, ,62, ,16.7, , 76, , 6, ,220, , , ,29.17, , , , , ,29.88, ,AA, , , ,29.89, 
94846,20150808,0551,11,FEW040 FEW150 BKN250, ,10.00, , , ,70, ,21.1, ,66, ,18.6, ,63, ,17.2, , 79, , 5, ,230, , , ,29.18, , , , , ,29.89, ,AA, , , ,29.90, 
94846,20150808,0651,11,FEW040 FEW150 BKN250, ,10.00, , , ,72, ,22.2, ,68, ,19.7, ,65, ,18.3, , 79, , 9, ,280, , , ,29.20, , , , , ,29.90, ,AA, , , ,29.92, 
94846,20150808,0751,11,FEW040 FEW150 BKN250, ,10.00, , , ,74, ,23.3, ,69, ,20.4, ,66, ,18.9, , 76, , 0, ,000, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150808,0851,11,FEW030 FEW120 BKN250, ,10.00, , , ,78, ,25.6, ,70, ,21.1, ,66, ,18.9, , 67, , 7, ,270, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150808,0951,11,SCT030 SCT100 SCT200, ,10.00, , , ,81, ,27.2, ,71, ,21.7, ,66, ,18.9, , 60, , 8, ,300, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, 
94846,20150808,1051,11,SCT035 BKN200 OVC250, ,10.00, , , ,80, ,26.7, ,70, ,20.8, ,64, ,17.8, , 58, ,13, ,320, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150808,1151,11,FEW030 SCT150 BKN200, ,10.00, , , ,79, ,26.1, ,70, ,21.0, ,65, ,18.3, , 62, , 9, ,330, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, 
94846,20150808,1251,11,FEW030 SCT150 BKN200, ,10.00, , , ,80, ,26.7, ,70, ,20.8, ,64, ,17.8, , 58, , 8, ,350, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150808,1351,11,FEW032 SCT160 BKN190, ,10.00, , , ,78, ,25.6, ,69, ,20.5, ,64, ,17.8, , 62, ,10, ,340, , , ,29.23, , , , , ,29.93, ,AA, , , ,29.95, 
94846,20150808,1451,11,FEW032 BKN170 OVC250, ,10.00, , , ,78, ,25.6, ,69, ,20.5, ,64, ,17.8, , 62, , 9, ,330, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150808,1551,11,FEW035 BKN170 OVC250, ,10.00, , , ,77, ,25.0, ,69, ,20.6, ,65, ,18.3, , 67, , 9, ,340, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150808,1651,11,FEW035 OVC150, ,10.00, , , ,75, ,23.9, ,68, ,19.9, ,64, ,17.8, , 69, , 7, ,360, , , ,29.23, , , , , ,29.93, ,AA, , , ,29.95, 
94846,20150808,1751,11,FEW035 OVC140, ,10.00, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, , 71, , 7, ,030, , , ,29.23, , , , , ,29.93, ,AA, , , ,29.95, 
94846,20150808,1851,11,FEW035 SCT150 BKN250, ,10.00, , , ,72, ,22.2, ,68, ,20.0, ,66, ,18.9, , 82, , 7, ,050, , , ,29.23, , , , , ,29.93, ,AA, , , ,29.95, 
94846,20150808,1951,11,FEW035 SCT140 BKN250, ,10.00, , , ,70, ,21.1, ,67, ,19.6, ,66, ,18.9, , 87, , 6, ,030, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150808,2051,11,FEW020 BKN140, , 9.00, , , ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 7, ,050, , , ,29.26, , , , , ,29.96, ,AA, , , ,29.98, 
94846,20150808,2115,11,FEW008 BKN140, , 6.00, ,BR, ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 3, ,050, , , ,29.26, , , , , ,M, ,SP, , , ,29.98, 
94846,20150808,2151,11,SCT008 BKN140, , 7.00, , , ,68, ,20.0, ,66, ,18.9, ,65, ,18.3, , 90, , 5, ,020, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150808,2249,11,SCT008 BKN020 BKN140, , 7.00, , , ,70, ,21.0, ,67, ,19.6, ,66, ,19.0, , 87, , 5, ,050, , , ,29.24, , , , , ,M, ,SP, , , ,29.96, 
94846,20150808,2251,11,SCT008 BKN020 BKN140, , 7.00, , , ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 6, ,040, , , ,29.24, , , , , ,29.95, ,AA, , , ,29.96, 
94846,20150808,2349,11,SCT008 SCT020 BKN140, , 7.00, , , ,68, ,20.0, ,67, ,19.2, ,66, ,19.0, , 93, , 6, ,010, , , ,29.25, , , , , ,M, ,SP, , , ,29.97, 
94846,20150808,2351,11,SCT008 SCT020 BKN140, , 6.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, , 93, , 5, ,350, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150809,0038,11,BKN008 BKN140, , 7.00, , , ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.97, 
94846,20150809,0051,11,BKN008 BKN140, , 6.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, , 93, , 0, ,000, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150809,0114,11,FEW008 SCT140, , 6.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, , 93, , 0, ,000, , , ,29.24, , , , , ,M, ,SP, , , ,29.96, 
94846,20150809,0151,11,FEW008 SCT140, , 6.00, ,BR, ,67, ,19.4, ,66, ,18.7, ,65, ,18.3, , 93, , 0, ,000, , , ,29.24, , , , , ,29.94, ,AA, , , ,29.96, 
94846,20150809,0251,11,FEW008 OVC200, , 6.00, ,BR, ,67, ,19.4, ,66, ,18.7, ,65, ,18.3, , 93, , 7, ,310, , , ,29.27, , , , , ,29.97, ,AA, , , ,29.99, 
94846,20150809,0351,11,BKN120, , 5.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, , 93, , 3, ,260, , , ,29.27, , , , , ,29.97, ,AA, , , ,29.99, 
94846,20150809,0449,11,OVC160, , 4.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,19.0, , 93, , 0, ,000, , , ,29.23, , , , , ,M, ,SP, , , ,29.95, 
94846,20150809,0451,11,OVC160, , 4.00, ,BR, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, , 93, , 0, ,000, , , ,29.23, , , , , ,29.94, ,AA, , , ,29.95, 
94846,20150809,0551,11,BKN160 OVC250, , 3.00, ,BR, ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 0, ,000, , , ,29.24, , , , , ,29.95, ,AA, , , ,29.96, 
94846,20150809,0635,11,FEW006 SCT100 BKN160, , 3.00, , , ,69, ,20.6, ,68, ,19.8, ,67, ,19.4, , 93, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.97, 
94846,20150809,0651,11,FEW006 BKN100 BKN160, , 3.00, , , ,70, ,21.1, ,68, ,20.0, ,67, ,19.4, , 90, , 0, ,000, , , ,29.26, , , , , ,29.97, ,AA, , , ,29.98, 
94846,20150809,0751,11,OVC100, , 3.00, ,BR, ,70, ,21.1, ,68, ,20.0, ,67, ,19.4, , 90, , 6, ,070, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150809,0851,11,SCT100 BKN120 OVC250, , 3.00, ,BR, ,71, ,21.7, ,68, ,20.2, ,67, ,19.4, , 87, , 6, ,160, , , ,29.27, , , , , ,29.98, ,AA, , , ,29.99, 
94846,20150809,0951,11,BKN048 BKN060 OVC120, , 4.00, ,HZ, ,72, ,22.2, ,69, ,20.4, ,67, ,19.4, , 84, , 5, ,170, , , ,29.28, , , , , ,29.98, ,AA, , , ,30.00, 
94846,20150809,1051,11,FEW032 BKN080 OVC120, , 4.00, ,HZ, ,74, ,23.3, ,69, ,20.7, ,67, ,19.4, , 79, , 6, ,170, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150809,1100,11,BKN032 BKN080 OVC120, , 5.00, ,-DZ, ,74, ,23.3, ,69, ,20.7, ,67, ,19.4, , 79, , 6, ,170, , , ,29.25, , , , , ,M, ,SP, , , ,29.97, 
94846,20150809,1151,11,FEW050 BKN070 BKN250, , 7.00, , , ,77, ,25.0, ,70, ,21.0, ,66, ,18.9, , 69, , 6, ,150, , , ,29.23, , , , , ,29.94, ,AA, ,  T, ,29.95, 
94846,20150809,1251,11,FEW050 BKN065 BKN120, ,10.00, , , ,80, ,26.7, ,71, ,21.5, ,66, ,18.9, , 62, , 8, ,120, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150809,1351,11,FEW034 BKN045 BKN150, ,10.00, , , ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, , 60, , 6, ,240, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150809,1451,11,SCT035 OVC047, ,10.00, ,-RA, ,78, ,25.6, ,70, ,20.8, ,65, ,18.3, , 64, , 5, ,230, , , ,29.22, , , , , ,29.92, ,AA, ,  T, ,29.94, 
94846,20150809,1551,11,FEW029 SCT035 OVC047, ,10.00, ,-RA, ,75, ,23.9, ,70, ,20.9, ,67, ,19.4, , 76, ,13, ,180, , , ,29.22, , , , , ,29.93, ,AA, ,  T, ,29.94, 
94846,20150809,1651,11,FEW030 SCT045 BKN060, ,10.00, , , ,77, ,25.0, ,69, ,20.6, ,65, ,18.3, , 67, ,10, ,180, , , ,29.21, , , , , ,29.91, ,AA, ,  T, ,29.93, 
94846,20150809,1751,11,FEW030 BKN045 OVC060, ,10.00, , , ,77, ,25.0, ,70, ,21.0, ,66, ,18.9, , 69, , 5, ,200, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150809,1851,11,BKN035 OVC065, ,10.00, , , ,76, ,24.4, ,69, ,20.8, ,66, ,18.9, , 71, , 6, ,180, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150809,1951,11,FEW040 BKN055, ,10.00, , , ,74, ,23.3, ,69, ,20.7, ,67, ,19.4, , 79, , 6, ,160, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150809,2051,11,OVC060, ,10.00, , , ,73, ,22.8, ,70, ,20.9, ,68, ,20.0, , 84, , 7, ,150, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, 
94846,20150809,2151,11,OVC060, , 9.00, , , ,74, ,23.3, ,70, ,21.1, ,68, ,20.0, , 82, , 3, ,200, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150809,2251,11,OVC060, , 9.00, , , ,73, ,22.8, ,70, ,20.9, ,68, ,20.0, , 84, , 5, ,190, , , ,29.19, , , , , ,29.89, ,AA, , , ,29.91, 
94846,20150809,2351,11,SCT017 OVC065, , 5.00, ,BR, ,72, ,22.2, ,70, ,21.1, ,69, ,20.6, , 90, , 0, ,000, , , ,29.18, , , , , ,29.88, ,AA, , , ,29.90, 
94846,20150810,0011,11,BKN017 OVC065, , 5.00, ,BR, ,73, ,22.8, ,70, ,21.3, ,69, ,20.6, , 87, , 0, ,000, , , ,29.17, , , , , ,M, ,SP, , , ,29.89, 
94846,20150810,0051,11,OVC015, , 6.00, ,-RA BR, ,74, ,23.3, ,71, ,21.4, ,69, ,20.6, , 84, , 3, ,340, , , ,29.16, , , , , ,29.86, ,AA, ,  T, ,29.88, 
94846,20150810,0151,11,OVC015, , 5.00, ,BR, ,72, ,22.2, ,70, ,21.1, ,69, ,20.6, , 90, , 6, ,350, , , ,29.15, , , , , ,29.85, ,AA, ,  T, ,29.87, 
94846,20150810,0251,11,BKN015 OVC065, , 5.00, ,BR, ,73, ,22.8, ,70, ,20.9, ,68, ,20.0, , 84, , 0, ,000, , , ,29.14, , , , , ,29.85, ,AA, , , ,29.86, 
94846,20150810,0344,11,OVC014, , 5.00, ,BR, ,72, ,22.2, ,69, ,20.7, ,68, ,20.0, , 87, , 0, ,000, , , ,29.13, , , , , ,M, ,SP, , , ,29.85, 
94846,20150810,0351,11,OVC014, , 5.00, ,BR, ,72, ,22.2, ,69, ,20.7, ,68, ,20.0, , 87, , 0, ,000, , , ,29.13, , , , , ,29.83, ,AA, , , ,29.85, 
94846,20150810,0412,11,OVC014, , 4.00, ,BR, ,70, ,21.1, ,69, ,20.3, ,68, ,20.0, , 93, , 0, ,000, , , ,29.12, , , , , ,M, ,SP, , , ,29.84, 
94846,20150810,0451,11,BKN014 OVC060, , 4.00, ,BR, ,71, ,21.7, ,70, ,20.9, ,69, ,20.6, , 93, , 5, ,320, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150810,0541,11,SCT014 BKN025 OVC250, , 4.00, ,BR, ,72, ,22.2, ,69, ,20.7, ,68, ,20.0, , 87, , 6, ,360, , , ,29.14, , , , , ,M, ,SP, , , ,29.86, 
94846,20150810,0551,11,SCT014 BKN025 OVC250, , 4.00, ,BR, ,72, ,22.2, ,69, ,20.7, ,68, ,20.0, , 87, , 5, ,020, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150810,0623,11,FEW014 OVC025, , 5.00, ,BR, ,72, ,22.2, ,69, ,20.7, ,68, ,20.0, , 87, , 6, ,350, , , ,29.14, , , , , ,M, ,SP, , , ,29.86, 
94846,20150810,0651,11,OVC025, , 6.00, ,HZ, ,73, ,22.8, ,70, ,20.9, ,68, ,20.0, , 84, , 7, ,010, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150810,0705,11,SCT025 SCT046 BKN150, , 6.00, ,HZ, ,74, ,23.3, ,70, ,21.1, ,68, ,20.0, , 82, , 7, ,020, , , ,29.13, , , , , ,M, ,SP, , , ,29.85, 
94846,20150810,0751,11,FEW025 SCT050 BKN150, , 8.00, , , ,77, ,25.0, ,71, ,21.6, ,68, ,20.0, , 74, , 8, ,360, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
